# Crystal, C-Axis (x), C-Axis (y), C-Axis (z), Size (m), Disl. dens. (1/m^2), Last recr. time (s), Size at last recr. (m)
164.000000,-0.181138,-0.017486,0.983302,0.001500,40000000000.000000,0.000000,0.001500
165.000000,-0.523031,0.438929,-0.730602,0.001500,40000000000.000000,0.000000,0.001500
166.000000,-0.868613,-0.478820,0.127449,0.001500,40000000000.000000,0.000000,0.001500
167.000000,-0.895702,0.039817,0.442869,0.001500,40000000000.000000,0.000000,0.001500
168.000000,-0.425177,-0.165044,-0.889935,0.001500,40000000000.000000,0.000000,0.001500
169.000000,0.170612,-0.221055,0.960222,0.001500,40000000000.000000,0.000000,0.001500
170.000000,-0.317810,-0.824720,0.467797,0.001500,40000000000.000000,0.000000,0.001500
171.000000,0.440620,0.129001,0.888376,0.001500,40000000000.000000,0.000000,0.001500
172.000000,0.201118,-0.144085,0.968912,0.001500,40000000000.000000,0.000000,0.001500
173.000000,-0.019862,0.742769,-0.669254,0.001500,40000000000.000000,0.000000,0.001500
174.000000,-0.327045,-0.119361,-0.937440,0.001500,40000000000.000000,0.000000,0.001500
175.000000,-0.668332,-0.576206,0.470446,0.001500,40000000000.000000,0.000000,0.001500
176.000000,0.273284,-0.579145,0.768054,0.001500,40000000000.000000,0.000000,0.001500
177.000000,-0.344578,-0.108429,-0.932475,0.001500,40000000000.000000,0.000000,0.001500
178.000000,0.726297,0.120986,-0.676650,0.001500,40000000000.000000,0.000000,0.001500
179.000000,0.201393,-0.328541,-0.922768,0.001500,40000000000.000000,0.000000,0.001500
180.000000,0.256413,-0.064541,-0.964410,0.001500,40000000000.000000,0.000000,0.001500
181.000000,0.143592,-0.256750,-0.955751,0.001500,40000000000.000000,0.000000,0.001500
182.000000,-0.052750,0.037200,-0.997915,0.001500,40000000000.000000,0.000000,0.001500
183.000000,-0.903376,-0.018102,0.428468,0.001500,40000000000.000000,0.000000,0.001500
184.000000,-0.464615,-0.662382,-0.587692,0.001500,40000000000.000000,0.000000,0.001500
185.000000,-0.174123,-0.494271,-0.851691,0.001500,40000000000.000000,0.000000,0.001500
186.000000,0.162028,-0.857471,-0.488355,0.001500,40000000000.000000,0.000000,0.001500
187.000000,0.533714,-0.511154,-0.673700,0.001500,40000000000.000000,0.000000,0.001500
188.000000,0.125106,0.990894,0.049776,0.001500,40000000000.000000,0.000000,0.001500
189.000000,0.310909,-0.949547,-0.041192,0.001500,40000000000.000000,0.000000,0.001500
190.000000,0.012157,-0.600750,-0.799345,0.001500,40000000000.000000,0.000000,0.001500
191.000000,0.230444,-0.025682,0.972747,0.001500,40000000000.000000,0.000000,0.001500
192.000000,0.286723,0.240533,-0.927326,0.001500,40000000000.000000,0.000000,0.001500
193.000000,-0.141437,-0.669486,-0.729235,0.001500,40000000000.000000,0.000000,0.001500
194.000000,-0.441491,-0.764910,-0.469040,0.001500,40000000000.000000,0.000000,0.001500
195.000000,0.281535,0.579097,-0.765105,0.001500,40000000000.000000,0.000000,0.001500
196.000000,-0.435549,0.563825,0.701711,0.001500,40000000000.000000,0.000000,0.001500
197.000000,-0.443480,0.367784,0.817350,0.001500,40000000000.000000,0.000000,0.001500
198.000000,-0.707649,-0.418989,-0.568930,0.001500,40000000000.000000,0.000000,0.001500
199.000000,0.107151,0.295343,-0.949363,0.001500,40000000000.000000,0.000000,0.001500
200.000000,0.258627,0.493151,-0.830611,0.001500,40000000000.000000,0.000000,0.001500
201.000000,0.719440,-0.408126,0.561995,0.001500,40000000000.000000,0.000000,0.001500
202.000000,-0.419801,0.544410,0.726212,0.001500,40000000000.000000,0.000000,0.001500
203.000000,0.602346,0.274829,-0.749432,0.001500,40000000000.000000,0.000000,0.001500
204.000000,0.231054,0.660159,-0.714706,0.001500,40000000000.000000,0.000000,0.001500
205.000000,-0.462190,-0.010294,-0.886721,0.001500,40000000000.000000,0.000000,0.001500
206.000000,-0.262515,0.209607,-0.941887,0.001500,40000000000.000000,0.000000,0.001500
207.000000,0.568134,-0.384503,0.727586,0.001500,40000000000.000000,0.000000,0.001500
208.000000,0.031580,0.759525,-0.649711,0.001500,40000000000.000000,0.000000,0.001500
209.000000,0.094432,0.874790,-0.475211,0.001500,40000000000.000000,0.000000,0.001500
210.000000,0.312021,0.031603,0.949550,0.001500,40000000000.000000,0.000000,0.001500
211.000000,-0.518039,0.168242,0.838648,0.001500,40000000000.000000,0.000000,0.001500
212.000000,-0.269030,-0.755128,0.597834,0.001500,40000000000.000000,0.000000,0.001500
213.000000,-0.207453,-0.730251,0.650920,0.001500,40000000000.000000,0.000000,0.001500
214.000000,-0.908242,0.233259,0.347399,0.001500,40000000000.000000,0.000000,0.001500
215.000000,0.286373,0.201920,0.936599,0.001500,40000000000.000000,0.000000,0.001500
216.000000,-0.569616,-0.776361,-0.269818,0.001500,40000000000.000000,0.000000,0.001500
217.000000,-0.554108,-0.571417,-0.605349,0.001500,40000000000.000000,0.000000,0.001500
218.000000,0.241827,0.328312,0.913089,0.001500,40000000000.000000,0.000000,0.001500
219.000000,0.227482,0.732387,0.641764,0.001500,40000000000.000000,0.000000,0.001500
220.000000,-0.082336,-0.134767,-0.987451,0.001500,40000000000.000000,0.000000,0.001500
221.000000,-0.194142,0.356074,-0.914068,0.001500,40000000000.000000,0.000000,0.001500
222.000000,-0.032731,0.168998,0.985073,0.001500,40000000000.000000,0.000000,0.001500
223.000000,-0.382082,0.237433,-0.893106,0.001500,40000000000.000000,0.000000,0.001500
224.000000,0.390230,-0.512579,0.764842,0.001500,40000000000.000000,0.000000,0.001500
225.000000,-0.320973,0.899866,0.295326,0.001500,40000000000.000000,0.000000,0.001500
226.000000,0.027163,-0.445808,0.894717,0.001500,40000000000.000000,0.000000,0.001500
227.000000,-0.566518,-0.173097,0.805664,0.001500,40000000000.000000,0.000000,0.001500
228.000000,0.106021,-0.600339,-0.792687,0.001500,40000000000.000000,0.000000,0.001500
229.000000,0.080644,-0.340033,0.936949,0.001500,40000000000.000000,0.000000,0.001500
230.000000,0.852602,-0.314141,0.417595,0.001500,40000000000.000000,0.000000,0.001500
231.000000,0.701292,0.599973,-0.384996,0.001500,40000000000.000000,0.000000,0.001500
232.000000,0.373749,-0.415483,0.829268,0.001500,40000000000.000000,0.000000,0.001500
233.000000,0.436771,-0.603584,-0.667021,0.001500,40000000000.000000,0.000000,0.001500
234.000000,-0.257130,0.882318,-0.394206,0.001500,40000000000.000000,0.000000,0.001500
235.000000,0.102912,0.980737,0.166024,0.001500,40000000000.000000,0.000000,0.001500
236.000000,-0.630785,0.090951,0.770609,0.001500,40000000000.000000,0.000000,0.001500
237.000000,0.335602,0.864386,0.374443,0.001500,40000000000.000000,0.000000,0.001500
238.000000,0.528843,-0.317319,-0.787168,0.001500,40000000000.000000,0.000000,0.001500
239.000000,-0.086965,0.198023,0.976332,0.001500,40000000000.000000,0.000000,0.001500
240.000000,0.695210,0.565885,-0.443234,0.001500,40000000000.000000,0.000000,0.001500
241.000000,-0.307760,0.123462,0.943420,0.001500,40000000000.000000,0.000000,0.001500
242.000000,-0.904709,-0.219465,0.365152,0.001500,40000000000.000000,0.000000,0.001500
243.000000,0.130664,0.041709,-0.990549,0.001500,40000000000.000000,0.000000,0.001500
244.000000,-0.462568,-0.154921,-0.872943,0.001500,40000000000.000000,0.000000,0.001500
245.000000,-0.223107,-0.144414,0.964037,0.001500,40000000000.000000,0.000000,0.001500
246.000000,-0.109220,0.682841,-0.722356,0.001500,40000000000.000000,0.000000,0.001500
247.000000,-0.354566,0.199518,0.913496,0.001500,40000000000.000000,0.000000,0.001500
248.000000,-0.997620,0.005423,0.068742,0.001500,40000000000.000000,0.000000,0.001500
249.000000,-0.332722,-0.286534,-0.898440,0.001500,40000000000.000000,0.000000,0.001500
250.000000,0.077662,-0.125352,0.989068,0.001500,40000000000.000000,0.000000,0.001500
251.000000,0.422959,-0.322178,-0.846940,0.001500,40000000000.000000,0.000000,0.001500
252.000000,-0.591581,0.049575,-0.804720,0.001500,40000000000.000000,0.000000,0.001500
253.000000,-0.002553,0.553860,0.832606,0.001500,40000000000.000000,0.000000,0.001500
254.000000,0.201489,0.285063,-0.937092,0.001500,40000000000.000000,0.000000,0.001500
255.000000,-0.551628,-0.534240,-0.640542,0.001500,40000000000.000000,0.000000,0.001500
256.000000,0.252431,-0.310377,-0.916485,0.001500,40000000000.000000,0.000000,0.001500
257.000000,0.554650,-0.454484,-0.696999,0.001500,40000000000.000000,0.000000,0.001500
258.000000,0.549838,0.832271,0.070737,0.001500,40000000000.000000,0.000000,0.001500
259.000000,-0.414713,-0.288482,-0.863013,0.001500,40000000000.000000,0.000000,0.001500
260.000000,0.181286,-0.307487,0.934124,0.001500,40000000000.000000,0.000000,0.001500
261.000000,0.067430,-0.170085,0.983120,0.001500,40000000000.000000,0.000000,0.001500
262.000000,0.236316,-0.765996,0.597834,0.001500,40000000000.000000,0.000000,0.001500
263.000000,0.720694,-0.690497,0.061757,0.001500,40000000000.000000,0.000000,0.001500
264.000000,-0.496677,0.354053,0.792438,0.001500,40000000000.000000,0.000000,0.001500
265.000000,0.508085,-0.824659,-0.248570,0.001500,40000000000.000000,0.000000,0.001500
266.000000,-0.542560,-0.549739,-0.635151,0.001500,40000000000.000000,0.000000,0.001500
267.000000,0.134170,0.484351,-0.864525,0.001500,40000000000.000000,0.000000,0.001500
268.000000,-0.274905,0.270048,-0.922768,0.001500,40000000000.000000,0.000000,0.001500
269.000000,-0.245970,-0.927953,0.280002,0.001500,40000000000.000000,0.000000,0.001500
270.000000,0.893019,0.163133,0.419411,0.001500,40000000000.000000,0.000000,0.001500
271.000000,-0.198930,0.942251,0.269425,0.001500,40000000000.000000,0.000000,0.001500
272.000000,-0.543843,-0.525910,0.653952,0.001500,40000000000.000000,0.000000,0.001500
273.000000,0.773165,0.586470,0.241388,0.001500,40000000000.000000,0.000000,0.001500
274.000000,-0.148316,0.158205,-0.976204,0.001500,40000000000.000000,0.000000,0.001500
275.000000,-0.984562,-0.007075,0.174892,0.001500,40000000000.000000,0.000000,0.001500
276.000000,-0.446327,0.894672,0.018795,0.001500,40000000000.000000,0.000000,0.001500
277.000000,0.133217,-0.102681,0.985753,0.001500,40000000000.000000,0.000000,0.001500
278.000000,-0.163809,-0.526470,0.834264,0.001500,40000000000.000000,0.000000,0.001500
279.000000,0.276639,0.261593,-0.924684,0.001500,40000000000.000000,0.000000,0.001500
280.000000,0.891229,-0.027733,0.452705,0.001500,40000000000.000000,0.000000,0.001500
281.000000,0.357698,-0.131526,0.924528,0.001500,40000000000.000000,0.000000,0.001500
282.000000,0.192105,-0.802785,0.564474,0.001500,40000000000.000000,0.000000,0.001500
283.000000,-0.380079,-0.364978,0.849900,0.001500,40000000000.000000,0.000000,0.001500
284.000000,0.620102,-0.198425,0.759013,0.001500,40000000000.000000,0.000000,0.001500
285.000000,0.644512,0.540654,-0.540645,0.001500,40000000000.000000,0.000000,0.001500
286.000000,0.127821,-0.124780,-0.983917,0.001500,40000000000.000000,0.000000,0.001500
287.000000,0.037621,-0.330023,-0.943223,0.001500,40000000000.000000,0.000000,0.001500
288.000000,-0.106964,-0.247496,0.962966,0.001500,40000000000.000000,0.000000,0.001500
289.000000,-0.071147,-0.363648,-0.928816,0.001500,40000000000.000000,0.000000,0.001500
290.000000,-0.429747,-0.338720,0.837010,0.001500,40000000000.000000,0.000000,0.001500
291.000000,0.064195,0.073302,-0.995242,0.001500,40000000000.000000,0.000000,0.001500
292.000000,-0.715645,-0.324569,0.618472,0.001500,40000000000.000000,0.000000,0.001500
293.000000,-0.348842,0.504204,0.789992,0.001500,40000000000.000000,0.000000,0.001500
294.000000,-0.120213,-0.248405,-0.961168,0.001500,40000000000.000000,0.000000,0.001500
295.000000,-0.290007,0.462625,-0.837780,0.001500,40000000000.000000,0.000000,0.001500
296.000000,-0.152486,0.284413,-0.946497,0.001500,40000000000.000000,0.000000,0.001500
297.000000,0.156529,0.689705,-0.706969,0.001500,40000000000.000000,0.000000,0.001500
298.000000,-0.289758,0.301712,-0.908301,0.001500,40000000000.000000,0.000000,0.001500
299.000000,-0.416034,0.161469,-0.894898,0.001500,40000000000.000000,0.000000,0.001500
300.000000,-0.820821,0.172536,0.544503,0.001500,40000000000.000000,0.000000,0.001500
301.000000,-0.041337,0.446513,0.893822,0.001500,40000000000.000000,0.000000,0.001500
302.000000,0.428131,-0.353470,-0.831723,0.001500,40000000000.000000,0.000000,0.001500
303.000000,0.733973,0.240555,-0.635151,0.001500,40000000000.000000,0.000000,0.001500
304.000000,-0.904183,0.299183,0.304865,0.001500,40000000000.000000,0.000000,0.001500
305.000000,0.211685,-0.163218,-0.963613,0.001500,40000000000.000000,0.000000,0.001500
306.000000,0.216966,-0.135346,-0.966751,0.001500,40000000000.000000,0.000000,0.001500
307.000000,0.110345,0.173391,0.978652,0.001500,40000000000.000000,0.000000,0.001500
308.000000,-0.602488,-0.353004,0.715819,0.001500,40000000000.000000,0.000000,0.001500
309.000000,-0.288245,0.099879,0.952334,0.001500,40000000000.000000,0.000000,0.001500
310.000000,0.510017,-0.085985,-0.855856,0.001500,40000000000.000000,0.000000,0.001500
311.000000,0.153032,-0.889632,0.430274,0.001500,40000000000.000000,0.000000,0.001500
